,LSOA21CD,imd25_rank,led25_rank,imd19_score,led19_score,grid_id,train_test
2463,E01002629,12295,7098,23.111,32.64,1,train
2464,E01002630,11797,3943,17.06,34.0,5,test
2465,E01002631,9640,8216,23.712,27.843,1,train
2466,E01002632,12502,6265,19.386,31.447,1,train
2467,E01002633,5409,11484,38.259,24.47,1,train
2468,E01002634,4359,10083,32.83,18.671,1,train
2469,E01002635,12210,4521,20.411,30.673,1,train
2470,E01002636,12201,6830,16.552,25.373,1,train
2471,E01002637,5748,9703,31.385,34.83,1,train
2472,E01002638,6437,12390,30.834,19.909,1,train
2473,E01002639,13326,5412,14.789,25.048,5,test
2474,E01002640,13209,2007,18.568,28.601,1,train
2475,E01002641,10325,5470,26.128,36.113,1,train
2476,E01002643,10241,8751,22.949,36.219,5,test
2477,E01002645,8162,2505,25.375,39.972,5,test
2478,E01002646,5552,9354,29.885,31.453,1,train
2479,E01002647,7623,7880,23.875,23.868,1,train
2480,E01002649,5062,2479,26.623,38.329,1,train
2481,E01002650,8589,9912,23.751,26.123,1,train
2482,E01002651,9772,2638,19.225,25.576,1,train
2483,E01002652,10235,3607,18.402,27.872,1,train
2484,E01002653,16891,4959,14.702,29.473,5,test
2485,E01002654,18515,10130,14.654,30.802,5,test
2486,E01002655,18054,4993,12.671,32.973,5,test
2487,E01002656,24235,15736,14.958,26.382,5,test
2488,E01002657,18809,4448,8.719,24.779,1,train
2489,E01002658,23973,4819,9.969,20.277,5,test
2490,E01002659,17845,4715,14.745,24.279,5,test
2491,E01002660,9747,3991,18.802,29.1,1,train
2492,E01002661,10276,3935,16.528,27.701,1,train
2493,E01002662,11970,3789,17.234,43.684,1,train
2494,E01002663,9076,5222,21.955,22.978,1,train
2495,E01002665,6474,6127,23.173,26.992,1,train
2496,E01002666,13623,9318,17.794,26.951,1,train
2497,E01002667,14832,11987,20.952,23.138,5,test
2498,E01002668,14862,10276,15.455,19.644,5,test
2499,E01002669,6063,4974,38.698,36.975,5,test
2500,E01002670,18157,5998,15.821,31.2,5,test
2501,E01002671,18493,4299,17.739,38.087,5,test
2502,E01002672,10484,8156,26.691,24.788,5,test
2503,E01002673,1815,12209,49.21,15.573,5,test
2504,E01002674,20743,5266,14.573,31.301,5,test
2505,E01002675,22465,7133,13.828,21.117,5,test
2506,E01002676,21723,3998,15.65,28.243,5,test
2507,E01002677,13648,4622,19.551,33.459,5,test
2508,E01002678,21097,7663,11.412,26.329,5,test
2509,E01002679,20381,7704,13.359,30.727,5,test
2510,E01002680,16821,3332,16.185,35.811,5,test
2511,E01002681,8627,9602,26.437,23.295,5,test
2512,E01002682,13276,6505,18.175,33.058,5,test
2513,E01002686,3624,5820,37.807,22.725,5,test
2514,E01002687,20030,1880,11.415,28.527,5,test
2515,E01002689,15324,6012,19.261,31.463,5,test
2516,E01002690,22343,4010,10.253,34.205,5,test
2517,E01002691,22251,4579,10.73,28.2,5,test
2518,E01002692,18327,7535,16.106,37.792,5,test
2519,E01002693,19207,4691,15.502,32.468,5,test
2520,E01002694,6011,6230,42.957,32.736,10,test
2521,E01002695,10885,6034,22.394,34.132,10,test
2522,E01002696,13419,1922,20.191,47.584,10,test
2523,E01002697,11223,7461,31.847,32.232,10,test
2524,E01002698,13432,6076,17.454,30.939,10,test
2525,E01002699,12017,4907,19.741,33.267,10,test
2526,E01002700,19974,1259,13.447,40.659,10,test
2527,E01002701,6911,1788,27.789,44.139,10,test
2528,E01002702,9606,6504,29.535,36.14,10,test
2529,E01002703,10373,11286,27.328,34.606,10,test
2530,E01002704,12063,7677,22.281,33.543,10,test
2531,E01002706,11377,4816,24.912,44.149,10,test
2532,E01002707,11289,5040,25.684,50.036,10,test
2533,E01002708,10509,12051,29.96,34.33,10,test
2534,E01002709,8585,10952,35.167,33.269,10,test
2535,E01002710,7460,5726,30.958,30.687,10,test
2536,E01002711,14656,5676,21.801,39.811,10,test
2537,E01002712,9007,6509,27.046,30.793,10,test
2538,E01002713,6490,9902,44.476,27.508,10,test
2539,E01002714,16109,1944,14.035,37.528,10,test
2540,E01002715,5066,9242,38.505,26.58,10,test
2541,E01002716,4796,7378,34.594,30.582,10,test
2542,E01002717,14352,9449,22.402,30.601,10,test
2543,E01002718,15418,1743,19.385,44.597,10,test
2544,E01002719,18134,3952,16.71,28.609,10,test
2545,E01002720,3368,10455,40.041,26.837,10,test
2546,E01002721,9642,6272,28.168,35.432,10,test
2547,E01002722,5955,4595,36.798,36.328,10,test
2548,E01002723,9287,4302,28.536,34.024,10,test
2549,E01002724,23903,4051,14.573,53.924,10,test
2550,E01002725,7524,5597,29.084,36.865,10,test
2551,E01002726,11280,3413,24.493,35.243,10,test
2552,E01002727,11973,2084,26.051,46.351,10,test
2553,E01002728,11676,4059,27.235,35.2,10,test
2554,E01002729,9697,1374,31.027,56.134,10,test
2555,E01002730,7461,2316,30.4,39.097,10,test
2556,E01002732,2952,8483,47.055,29.832,10,test
2557,E01002733,18978,7986,18.532,33.207,10,test
2558,E01002734,4364,6351,40.543,36.243,10,test
2559,E01002735,10904,4392,33.51,38.07,10,test
2560,E01002736,2854,22400,45.005,22.471,10,test
2561,E01002737,4322,9828,35.801,23.924,10,test
2562,E01002738,14265,6413,24.682,34.201,10,test
2563,E01002739,16765,2860,17.378,41.214,10,test
2564,E01002740,23449,3423,16.104,43.196,10,test
2565,E01002741,4519,13189,34.846,24.06,10,test
2566,E01002742,24667,7217,15.801,39.527,10,test
2567,E01002743,15417,5825,19.06,34.123,10,test
2568,E01002744,15558,7725,17.889,26.629,10,test
2569,E01002745,18215,7477,15.807,27.058,10,test
2570,E01002747,18412,2890,13.325,30.233,10,test
2571,E01002748,5089,4211,39.897,36.588,10,test
2572,E01002749,13728,9374,22.829,36.054,10,test
2573,E01002751,2455,1351,38.0,53.251,10,test
2574,E01002752,14512,7268,22.426,27.8,10,test
2575,E01002753,9129,14374,29.443,24.201,10,test
2576,E01002754,16427,2155,16.43,22.93,10,test
2577,E01002755,4112,9500,39.869,22.433,10,test
2578,E01002756,9754,5404,27.776,37.351,10,test
2579,E01002757,10416,9170,24.102,25.27,10,test
2580,E01002758,4027,7671,44.134,26.329,10,test
2581,E01002759,15713,5192,20.645,25.586,10,test
2582,E01002760,6188,13720,38.826,23.633,10,test
2583,E01002762,15744,4383,20.717,35.645,10,test
2584,E01002763,7197,4953,33.113,35.277,10,test
2585,E01002764,10898,8960,30.946,40.609,10,test
2586,E01002765,8773,11666,28.236,27.971,10,test
2587,E01002766,8472,12794,31.553,28.901,10,test
2588,E01002767,7687,4356,36.783,31.45,10,test
2589,E01002768,10232,7375,29.312,34.57,10,test
2590,E01002769,17900,8130,20.118,36.401,10,test
2591,E01002770,12879,7569,29.977,44.516,10,test
2592,E01002771,10170,4629,27.333,31.413,10,test
2593,E01002772,9526,5414,28.721,38.525,10,test
2594,E01002773,5195,16186,50.095,26.805,10,test
2595,E01002774,8835,3306,30.891,33.271,10,test
2596,E01002775,12567,3650,22.198,34.606,10,test
2597,E01002776,9312,5025,32.142,44.237,10,test
2598,E01002777,12469,5350,27.576,43.662,10,test
2599,E01002778,6297,5580,39.066,31.053,10,test
2600,E01002779,13967,2907,18.595,28.816,10,test
2601,E01002780,9968,3233,26.351,32.161,10,test
2602,E01002781,13674,11550,28.936,24.352,10,test
2603,E01002782,4489,6905,37.168,24.673,10,test
2604,E01002783,4397,7771,46.454,31.146,10,test
2605,E01002784,6672,9019,34.3,22.758,10,test
2606,E01002785,15890,2032,18.889,44.951,10,test
2607,E01002786,5526,4469,36.106,29.836,10,test
2608,E01002787,10360,7373,32.105,38.648,10,test
2609,E01002788,16786,4863,16.985,29.307,10,test
2610,E01002789,21087,3434,13.703,34.467,10,test
2611,E01002790,3179,1254,42.268,33.035,10,test
2612,E01002791,16182,3455,13.879,32.805,10,test
2613,E01002792,17534,4429,16.098,36.347,10,test
2614,E01002793,6222,1867,36.247,37.118,10,test
2615,E01002794,15829,4505,22.216,46.461,10,test
2616,E01002795,7852,4260,25.019,35.08,10,test
2617,E01002796,8537,1857,23.575,37.95,10,test
2618,E01002797,6951,8505,32.118,32.236,10,test
2619,E01002798,15447,2522,21.479,32.049,10,test
2620,E01002799,8730,8342,32.282,41.053,10,test
2621,E01002800,12073,16881,38.934,44.849,10,test
2622,E01002801,15078,2825,16.852,48.496,10,test
2623,E01002802,14147,9343,25.903,44.442,10,test
2624,E01002804,3793,4748,37.376,23.73,10,test
2625,E01002805,9589,4082,22.828,27.294,10,test
2626,E01002806,11540,5490,26.952,29.839,10,test
2627,E01002807,5438,9286,31.573,26.288,10,test
2628,E01002808,8470,8921,24.642,30.996,10,test
2629,E01002809,9080,4604,31.444,30.743,10,test
2630,E01002810,6261,5246,33.321,28.134,10,test
2631,E01002811,5938,8548,38.606,32.502,10,test
2632,E01002812,29940,9246,11.548,44.313,9,train
2633,E01002813,26149,735,10.093,42.321,9,train
2634,E01002814,12020,8353,25.028,37.424,9,train
2635,E01002815,19131,1849,18.289,46.885,9,train
2636,E01002816,24543,677,11.528,46.218,9,train
2637,E01002817,25616,1145,10.4,44.603,9,train
2638,E01002818,22835,612,12.656,46.568,9,train
2639,E01002819,21852,597,11.072,46.188,9,train
2640,E01002821,22200,167,10.933,44.36,9,train
2641,E01002823,9344,3115,28.418,39.222,9,train
2642,E01002824,27456,1644,10.045,47.261,9,train
2643,E01002825,28187,5162,9.697,41.394,9,train
2644,E01002826,24202,959,10.756,48.068,9,train
2645,E01002827,23439,225,12.075,56.329,9,train
2646,E01002828,22066,1421,16.243,43.711,9,train
2647,E01002829,7598,3211,34.531,43.895,10,test
2648,E01002830,7438,4440,35.373,35.908,10,test
2649,E01002831,5302,1747,36.708,44.809,6,train
2650,E01002832,10231,5858,31.366,42.846,9,train
2651,E01002833,16105,984,19.197,44.971,5,test
2652,E01002834,21687,369,15.607,59.749,9,train
2653,E01002835,22401,354,10.461,46.196,9,train
2654,E01002836,24798,1213,11.093,38.498,9,train
2655,E01002837,24678,33,13.106,64.577,9,train
2656,E01002839,12303,46,25.779,56.015,9,train
2657,E01002840,3548,2100,37.672,40.423,9,train
2658,E01002841,9985,941,26.462,34.611,9,train
2659,E01002842,3190,7608,47.396,33.006,9,train
2660,E01002843,3909,4405,42.608,32.402,9,train
2661,E01002844,19226,749,17.02,47.661,9,train
2662,E01002845,10009,316,21.021,44.78,9,train
2663,E01002846,10480,3012,30.857,37.811,9,train
2664,E01002847,16750,1358,22.142,46.657,9,train
2665,E01002848,10503,875,29.533,48.882,9,train
2666,E01002849,17996,769,17.215,41.979,9,train
2667,E01002850,13121,1249,23.704,48.847,9,train
2668,E01002851,3881,726,39.773,40.602,9,train
2669,E01002852,5333,10522,41.748,36.044,6,train
2670,E01002853,8762,11662,57.097,35.022,6,train
2671,E01002854,3379,4194,45.147,33.708,6,train
2672,E01002855,3918,7923,45.479,32.344,6,train
2673,E01002856,4498,1104,37.842,51.618,6,train
2674,E01002857,3581,5738,59.009,30.124,6,train
2675,E01002858,13447,1178,23.406,43.757,9,train
2676,E01002859,25158,786,10.18,45.602,9,train
2677,E01002860,23591,214,11.416,56.816,9,train
2678,E01002861,17662,1091,15.041,45.13,9,train
2679,E01002862,9450,5203,26.044,44.617,9,train
2680,E01002863,26347,1349,9.933,37.958,9,train
2681,E01002864,28589,2722,9.506,33.383,9,train
2682,E01002865,27934,1700,7.26,36.04,9,train
2683,E01002866,19358,3826,20.684,32.919,5,test
2684,E01002867,11161,3083,22.328,36.53,5,test
2685,E01002868,29340,2364,9.26,33.642,5,test
2686,E01002869,16418,1537,19.675,37.065,5,test
2687,E01002870,5610,8377,41.357,28.105,5,test
2688,E01002871,24068,574,11.335,50.965,5,test
2689,E01002872,6306,5880,38.9,33.443,5,test
2690,E01002873,18073,958,19.842,42.643,5,test
2691,E01002874,14592,2217,20.025,42.329,5,test
2692,E01002875,27470,3389,14.928,44.352,5,test
2693,E01002876,19693,3077,20.135,39.859,6,train
2694,E01002877,7796,9924,41.177,34.629,5,test
2695,E01002878,7089,2170,33.862,37.329,6,train
2696,E01002879,9438,5199,41.706,33.492,5,test
2697,E01002880,3862,14964,44.248,29.803,5,test
2698,E01002881,6185,9508,40.49,30.249,5,test
2699,E01002882,15841,2056,17.09,41.17,9,train
2700,E01002883,23203,1033,11.744,45.224,9,train
2701,E01002884,16472,775,21.59,38.534,9,train
2702,E01002885,16038,407,19.621,54.143,9,train
2703,E01002886,23226,983,14.819,53.219,9,train
2704,E01002887,17525,134,12.569,55.254,9,train
2705,E01002888,28101,4013,10.9,42.552,9,train
2706,E01002889,26445,3094,8.169,30.931,9,train
2707,E01002890,27630,837,8.969,39.726,9,train
2708,E01002891,26484,2018,9.515,42.898,9,train
2709,E01002892,24265,397,8.544,37.638,9,train
2710,E01002893,13720,2802,21.771,41.053,9,train
2711,E01002894,13958,1210,19.923,44.885,9,train
2712,E01002896,26181,1376,10.304,39.053,9,train
2713,E01002897,19412,1686,15.663,41.811,9,train
2714,E01002898,27358,1685,9.458,41.752,9,train
2715,E01002899,9086,1397,21.45,41.056,9,train
2716,E01002900,25015,281,8.274,34.948,9,train
2717,E01002901,22030,102,16.507,60.865,9,train
2718,E01002902,19992,1424,10.759,39.515,9,train
2719,E01002903,25737,1474,7.616,37.074,9,train
2720,E01002904,3092,10540,45.079,27.58,6,train
2721,E01002905,5593,5328,44.52,39.345,6,train
2722,E01002906,7818,10071,33.044,35.634,6,train
2723,E01002907,2790,11611,52.561,29.29,6,train
2724,E01002908,13619,3506,26.916,46.405,6,train
2725,E01002909,11108,2438,29.726,38.123,6,train
2726,E01002910,17683,1306,16.317,37.285,9,train
2727,E01002911,21590,57,12.544,55.26,9,train
2728,E01002912,19646,1777,13.905,46.513,9,train
2729,E01002913,14490,2868,18.046,41.889,9,train
2730,E01002914,27146,1862,8.875,38.926,9,train
2731,E01002915,28012,14766,8.064,21.459,4,train
2732,E01002916,32051,17316,8.236,22.678,4,train
2733,E01002917,33537,24830,4.073,16.781,4,train
2734,E01002918,22181,10118,12.197,41.128,4,train
2735,E01002919,14752,11869,15.611,24.157,4,train
2736,E01002920,32610,14037,5.052,13.748,4,train
2737,E01002921,19420,7120,15.232,31.071,4,train
2738,E01002922,28781,12036,9.061,22.321,4,train
2739,E01002923,7198,15719,30.061,22.803,4,train
2740,E01002924,33534,18319,3.339,16.451,4,train
2741,E01002925,23993,6159,11.459,39.361,4,train
2742,E01002926,31587,10776,7.351,27.764,4,train
2743,E01002927,23511,6664,12.635,19.875,4,train
2744,E01002928,17156,8635,16.639,34.305,4,train
2745,E01002929,29084,6998,8.833,28.851,4,train
2746,E01002930,20759,6904,11.051,24.028,4,train
2747,E01002931,25904,3829,11.45,34.618,4,train
2748,E01002932,10951,15432,26.643,17.254,4,train
2749,E01002933,18761,7713,15.439,25.58,4,train
2750,E01002934,29769,5091,3.665,17.903,4,train
2751,E01002935,25541,3899,8.24,29.433,4,train
2752,E01002937,30280,4408,5.062,28.865,4,train
2753,E01002938,28080,3708,4.776,26.611,4,train
2754,E01002939,17029,12497,12.767,18.652,4,train
2755,E01002940,19644,15831,18.071,24.553,4,train
2756,E01002941,25268,10870,9.426,24.488,4,train
2757,E01002942,28905,14657,10.777,19.529,4,train
2758,E01002943,20042,20912,16.752,18.715,4,train
2759,E01002944,23824,22873,13.363,12.115,4,train
2760,E01002945,26680,16558,9.082,19.607,4,train
2761,E01002946,28152,20486,8.721,19.125,4,train
2762,E01002947,31166,17151,7.288,18.218,4,train
2763,E01002949,23609,18500,9.745,14.179,4,train
2764,E01002950,15514,21702,17.972,13.428,4,train
2765,E01002951,30336,12234,5.416,21.168,4,train
2766,E01002952,32913,16047,6.26,15.757,4,train
2767,E01002953,30970,11864,7.065,17.212,4,train
2768,E01002954,19399,10663,12.215,20.947,4,train
2769,E01002955,18189,4093,14.326,28.816,5,test
2770,E01002956,28042,23080,7.327,19.606,5,test
2771,E01002957,13400,14578,14.322,12.605,4,train
2772,E01002958,29159,4591,6.841,33.166,4,train
2773,E01002959,33692,23217,3.101,15.538,4,train
2774,E01002960,30637,7744,6.07,26.646,4,train
2775,E01002961,31665,13312,7.367,21.137,4,train
2776,E01002962,19291,17615,12.943,35.122,4,train
2777,E01002963,23679,9915,9.886,27.618,4,train
2778,E01002964,16952,10206,17.289,31.232,4,train
2779,E01002965,23541,6637,12.957,23.819,4,train
2780,E01002966,25791,4994,9.456,35.237,4,train
2781,E01002967,30918,9203,5.324,19.887,4,train
2782,E01002968,21563,10393,14.52,32.789,4,train
2783,E01002969,6772,11856,40.913,20.864,4,train
2784,E01002970,13589,10350,21.15,22.205,4,train
2785,E01002971,20898,4026,12.432,27.839,4,train
2786,E01002972,16471,4374,13.608,36.896,4,train
2787,E01002973,11219,13984,23.106,24.708,4,train
2788,E01002974,17538,4172,13.924,24.255,4,train
2789,E01002975,22438,11628,12.123,24.758,4,train
2790,E01002976,30722,15474,8.143,18.763,4,train
2791,E01002977,13527,6215,18.446,17.754,4,train
2792,E01002978,29038,7989,7.414,22.537,4,train
2793,E01002979,27179,17792,9.478,20.333,4,train
2794,E01002980,29291,11633,7.43,19.983,4,train
2795,E01002981,25508,8515,11.94,26.258,4,train
2796,E01002982,25048,6434,13.639,24.492,4,train
2797,E01002983,32244,14261,7.399,15.808,4,train
2798,E01002984,19577,8883,17.185,35.048,4,train
2799,E01002985,17368,3858,11.766,32.214,4,train
2800,E01002986,23792,10412,12.627,26.547,4,train
2801,E01002987,15953,6594,18.608,28.293,4,train
2802,E01002988,23335,2232,6.657,23.782,4,train
2803,E01002989,30264,7550,8.627,45.865,4,train
2804,E01002990,29839,8166,7.626,29.867,4,train
2805,E01002991,29076,6105,7.648,32.67,4,train
2806,E01002992,30968,14395,6.631,21.199,4,train
2807,E01002993,27118,11853,10.174,30.279,4,train
2808,E01002994,30067,10867,7.883,17.611,4,train
2809,E01002995,32080,10131,5.88,21.822,4,train
2810,E01002996,29468,8837,7.571,25.114,4,train
2811,E01002997,30685,7021,8.337,33.538,4,train
2812,E01002998,20163,11119,14.437,21.699,4,train
2813,E01002999,22972,11778,14.372,25.306,4,train
2814,E01003000,18214,18117,19.425,16.989,4,train
2815,E01003001,25366,15776,12.804,20.765,4,train
2816,E01003002,16061,10295,17.542,26.043,4,train
2817,E01003003,14949,7244,15.301,35.512,4,train
2818,E01003004,24253,8036,10.869,27.797,4,train
2819,E01003005,28950,16062,7.542,16.929,4,train
2820,E01003006,31184,19128,7.813,12.632,5,test
2821,E01003007,31833,18250,4.72,16.682,5,test
2822,E01003008,32942,14214,3.164,20.678,5,test
2823,E01003009,26573,13440,9.258,16.958,5,test
2824,E01003010,31607,7721,4.323,21.451,5,test
2825,E01003011,28709,3958,6.829,29.345,4,train
2826,E01003013,23019,6604,12.271,48.038,9,train
2827,E01003014,8115,2246,26.261,38.483,9,train
2828,E01003015,10215,3792,26.682,40.269,9,train
2829,E01003016,17431,6578,13.265,38.094,9,train
2830,E01003017,9069,1642,23.436,45.328,9,train
2831,E01003018,15151,1101,22.512,62.774,9,train
2832,E01003019,21253,4407,18.843,37.759,9,train
2833,E01003020,13131,6327,24.0,37.517,9,train
2834,E01003021,11114,7270,33.319,36.365,9,train
2835,E01003022,15166,7843,20.494,41.223,9,train
2836,E01003023,15857,4689,19.316,47.215,9,train
2837,E01003024,9729,6311,31.514,31.736,9,train
2838,E01003025,13405,5715,21.733,30.744,9,train
2839,E01003026,21112,1464,17.427,50.542,9,train
2840,E01003027,30345,4537,10.074,47.357,9,train
2841,E01003028,21055,7404,19.787,40.636,9,train
2842,E01003029,19500,9050,19.197,33.346,9,train
2843,E01003030,14735,1235,16.656,57.98,9,train
2844,E01003031,13236,4351,23.596,36.297,9,train
2845,E01003032,10700,3756,31.549,52.484,9,train
2846,E01003033,23846,5095,14.91,46.931,9,train
2847,E01003034,11675,2439,18.498,32.706,9,train
2848,E01003035,10771,1233,24.936,45.06,9,train
2849,E01003036,17143,2967,24.245,33.028,9,train
2850,E01003037,5370,7015,38.342,36.65,9,train
2851,E01003038,26551,3148,14.932,53.881,9,train
2852,E01003039,25105,4942,10.643,38.574,9,train
2853,E01003040,17134,1675,21.291,59.745,9,train
2854,E01003041,6527,1696,34.66,40.318,9,train
2855,E01003042,12399,6775,26.014,35.085,9,train
2856,E01003043,15405,2689,23.727,39.594,9,train
2857,E01003044,6053,15994,43.069,51.469,9,train
2858,E01003045,6770,10673,38.842,38.611,9,train
2859,E01003046,5959,6153,33.936,36.831,9,train
2860,E01003047,5890,1687,39.632,38.39,9,train
2861,E01003048,5433,7594,37.906,34.962,9,train
2862,E01003049,6813,6352,39.746,37.843,9,train
2863,E01003050,11409,1359,27.883,54.378,9,train
2864,E01003051,9578,5875,36.268,43.131,9,train
2865,E01003052,7564,8029,40.689,49.463,9,train
2866,E01003053,17851,1342,23.236,50.927,9,train
2867,E01003054,21299,1598,21.766,48.03,9,train
2868,E01003055,8374,2753,34.093,45.176,9,train
2869,E01003056,13788,3082,29.918,59.298,9,train
2870,E01003057,7675,5670,36.558,34.848,9,train
2871,E01003058,13920,1117,24.327,57.935,9,train
2872,E01003059,11961,15234,39.166,59.898,9,train
2873,E01003060,10144,6709,36.815,42.088,9,train
2874,E01003061,9113,1444,37.895,80.291,9,train
2875,E01003062,11423,2318,22.44,39.605,9,train
2876,E01003063,6950,11965,37.714,31.829,9,train
2877,E01003064,21618,2785,12.812,44.133,9,train
2878,E01003065,6997,17780,41.077,27.763,9,train
2879,E01003066,7861,4945,37.398,34.282,9,train
2880,E01003067,17979,4794,20.479,40.179,9,train
2881,E01003068,12103,6229,28.816,40.735,9,train
2882,E01003069,9340,3901,32.698,45.666,9,train
2883,E01003070,7129,9524,43.799,31.16,9,train
2884,E01003071,20732,4250,16.108,45.143,9,train
2885,E01003072,21436,2504,16.47,41.933,9,train
2886,E01003073,6935,1545,30.231,45.247,9,train
2887,E01003074,14458,1688,24.577,43.69,9,train
2888,E01003075,4285,8738,42.602,34.265,9,train
2889,E01003076,16247,5644,18.536,31.191,9,train
2890,E01003077,11619,1295,19.571,44.504,9,train
2891,E01003078,22999,3966,10.834,41.014,9,train
2892,E01003079,8969,4103,30.785,40.594,9,train
2893,E01003080,15755,2771,18.517,45.089,9,train
2894,E01003081,8291,2290,29.721,50.088,9,train
2895,E01003082,6395,3448,30.194,33.404,9,train
2896,E01003083,18750,4883,19.665,40.144,9,train
2897,E01003084,15921,2259,19.315,53.99,9,train
2898,E01003085,20945,11951,16.358,40.536,9,train
2899,E01003086,6651,14890,31.39,27.361,9,train
2900,E01003087,3061,8328,42.482,28.225,9,train
2901,E01003088,10948,5235,32.424,45.855,9,train
2902,E01003089,10136,5021,31.444,48.514,9,train
2903,E01003090,16764,3613,25.416,61.729,9,train
2904,E01003091,12053,613,23.431,41.811,9,train
2905,E01003092,10967,8545,36.627,31.564,9,train
2906,E01003093,6084,5718,33.26,41.532,9,train
2907,E01003094,13078,1712,30.432,37.496,9,train
2908,E01003095,18592,1340,19.761,43.804,9,train
2909,E01003096,13316,1276,25.455,65.015,9,train
2910,E01003097,9455,9626,32.154,36.001,9,train
2911,E01003098,15569,4678,23.401,50.5,9,train
2912,E01003099,9384,3029,26.601,43.453,9,train
2913,E01003100,17446,655,16.907,59.577,9,train
2914,E01003101,7200,3307,28.222,35.928,9,train
2915,E01003102,10863,1782,25.93,49.58,9,train
2916,E01003104,15157,3087,24.638,80.723,9,train
2917,E01003105,8410,7278,29.263,37.592,9,train
2918,E01003106,10760,4592,27.175,50.789,9,train
2919,E01003107,15704,2062,17.52,47.358,9,train
2920,E01003108,6954,5893,33.192,42.166,9,train
2921,E01003110,17241,4741,17.446,46.01,9,train
2922,E01003111,7290,10097,35.303,37.054,9,train
2923,E01003112,9267,9521,29.912,39.512,9,train
2924,E01003113,8863,1899,23.176,53.33,9,train
2925,E01003114,15729,5188,22.363,56.7,9,train
2926,E01003115,12767,3134,20.481,44.365,9,train
2927,E01003116,19379,3114,20.465,41.97,9,train
2928,E01003117,12252,1316,22.2,52.401,9,train
2929,E01003118,10345,1767,22.781,41.865,9,train
2930,E01003119,10699,1416,22.028,56.054,9,train
2931,E01003120,7207,2448,32.875,80.32,9,train
2932,E01003121,7641,7866,32.792,30.238,9,train
2933,E01003122,14502,6210,25.76,46.378,9,train
2934,E01003123,17442,2812,19.16,50.836,9,train
2935,E01003124,10947,4133,29.873,60.708,9,train
2936,E01003125,8770,12808,30.312,32.391,9,train
2937,E01003126,10571,5067,28.68,37.751,9,train
2938,E01003127,16576,3544,26.097,57.863,9,train
2939,E01003128,7587,11641,34.369,35.137,9,train
2940,E01003129,13218,1649,24.33,63.813,9,train
2941,E01003130,14924,1224,17.362,45.696,9,train
2942,E01003131,20617,6937,18.271,54.545,9,train
2943,E01003132,5932,11810,32.169,31.998,9,train
2944,E01003133,10500,1085,24.483,45.087,9,train
2945,E01003134,15311,4472,19.56,34.957,9,train
2946,E01003135,10844,985,31.583,55.731,9,train
2947,E01003136,15990,3770,23.279,70.689,9,train
2948,E01003137,8038,8768,29.29,37.386,9,train
2949,E01003138,24388,2445,10.639,48.228,9,train
2950,E01003139,13322,5556,13.474,32.686,8,train
2951,E01003140,17308,12471,16.888,31.762,8,train
2952,E01003141,11935,6289,24.037,49.227,8,train
2953,E01003142,14674,5110,18.167,37.985,8,train
2954,E01003143,8020,8389,28.82,33.832,8,train
2955,E01003144,21073,2916,17.38,40.21,9,train
2956,E01003145,9214,713,23.589,60.352,8,train
2957,E01003146,10595,6885,25.101,35.617,8,train
2958,E01003147,12665,2466,20.607,37.937,8,train
2959,E01003148,15629,3749,18.954,45.37,9,train
2960,E01003149,20566,4736,15.204,40.805,9,train
2961,E01003150,8103,5331,26.483,34.894,9,train
2962,E01003151,7152,14845,33.077,28.704,9,train
2963,E01003152,20670,3521,13.041,48.813,9,train
2964,E01003153,19440,7900,14.764,45.936,9,train
2965,E01003154,11643,14970,28.223,30.821,9,train
2966,E01003155,16461,2383,19.058,46.832,9,train
2967,E01003156,19031,12291,18.606,40.544,9,train
2968,E01003157,24502,5574,13.822,40.375,9,train
2969,E01003158,28047,9228,7.631,34.042,9,train
2970,E01003159,15330,14005,36.226,35.864,9,train
2971,E01003160,13219,6980,29.257,52.324,9,train
2972,E01003161,22844,9330,18.917,33.899,9,train
2973,E01003162,9337,7766,27.304,32.09,9,train
2974,E01003163,23522,7572,15.132,33.317,9,train
2975,E01003164,10139,1138,28.097,58.053,9,train
2976,E01003165,15045,2813,22.312,42.624,9,train
2977,E01003166,12826,2635,17.894,40.347,9,train
2978,E01003167,22774,1773,14.506,43.796,9,train
2979,E01003168,5928,7874,40.412,38.347,9,train
2980,E01003169,12993,1522,23.435,41.466,9,train
2981,E01003170,23978,1256,12.457,32.558,9,train
2982,E01003171,13861,1936,25.368,55.164,9,train
2983,E01003172,11118,13972,30.645,31.774,9,train
2984,E01003173,20488,2908,15.409,46.141,9,train
2985,E01003174,7506,6187,33.582,29.43,9,train
2986,E01003175,8396,16200,36.013,31.339,9,train
2987,E01003176,7696,4670,35.216,42.707,9,train
2988,E01003177,11337,1410,25.703,59.133,9,train
2989,E01003178,15178,795,21.709,62.665,9,train
2990,E01003179,7133,9341,30.956,29.187,9,train
2991,E01003180,11103,5342,22.411,32.811,9,train
2992,E01003181,9531,3720,37.286,40.56,9,train
2993,E01003182,9224,3036,26.612,37.474,9,train
2994,E01003183,6766,4321,28.803,41.849,9,train
2995,E01003184,9363,8375,33.439,31.352,9,train
2996,E01003185,11845,5136,27.075,37.378,9,train
2997,E01003186,16492,6996,19.78,47.821,9,train
2998,E01003187,11056,14302,35.754,46.569,9,train
2999,E01003188,5804,3759,38.438,38.143,9,train
3000,E01003189,3518,13873,43.296,31.309,13,train
